,Unnamed: 0,name,stars,cuisine,retrieve-date,name2,json,name_google_0,place_id_0,formatted_address_0,business_status_0,lat_0,lng_0,name_google_1,place_id_1,formatted_address_1,business_status_1,lat_1,lng_1,url_0,url_1
2004,2004,2005. Ginger Pho,4.5 of 5 bubbles,Vietnamese,2021-08-09 19:22:45.628411-04:00,Ginger Pho,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2590 Weston Rd, North York, ON M9N 2A9, Canada', 'geometry': {'location': {'lat': 43.7106106, 'lng': -79.535196}, 'viewport': {'northeast': {'lat': 43.71184672989271, 'lng': -79.53370142010728}, 'southwest': {'lat': 43.70914707010727, 'lng': -79.53640107989271}}}, 'name': 'Ginger Pho', 'place_id': 'ChIJse8NK8AwK4gRCsnewQr3wJY', 'rating': 4.1}]",Ginger Pho,ChIJse8NK8AwK4gRCsnewQr3wJY,"2590 Weston Rd, North York, ON M9N 2A9, Canada",OPERATIONAL,43.7106106,-79.535196,,,,,,,"https://www.google.com/maps/search/?api=1&query=Ginger Pho,43.7106106%2C-79.535196&query_place_id=ChIJse8NK8AwK4gRCsnewQr3wJY",
2005,2005,2006. Long Branch Fish & Chips,4.5 of 5 bubbles,"Seafood, Canadian",2021-08-09 19:22:45.628411-04:00,Long Branch Fish & Chips,"[{'business_status': 'OPERATIONAL', 'formatted_address': '3260 Lake Shore Blvd W, Etobicoke, ON M8V 1M4, Canada', 'geometry': {'location': {'lat': 43.5972155, 'lng': -79.5230522}, 'viewport': {'northeast': {'lat': 43.59861282989273, 'lng': -79.52148367010727}, 'southwest': {'lat': 43.59591317010729, 'lng': -79.52418332989272}}}, 'name': 'Longbranch Fish & Chips', 'place_id': 'ChIJf2duQDZIK4gRRDcOqNGm0-U', 'rating': 4.2}]",Longbranch Fish & Chips,ChIJf2duQDZIK4gRRDcOqNGm0-U,"3260 Lake Shore Blvd W, Etobicoke, ON M8V 1M4, Canada",OPERATIONAL,43.5972155,-79.5230522,,,,,,,"https://www.google.com/maps/search/?api=1&query=Longbranch Fish & Chips,43.5972155%2C-79.5230522&query_place_id=ChIJf2duQDZIK4gRRDcOqNGm0-U",
2006,2006,2007. Xin Jiang Barbecue Restaurant,4.5 of 5 bubbles,"Chinese, Barbecue",2021-08-09 19:22:45.628411-04:00,Xin Jiang Barbecue Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '3636 Steeles Ave E Unit106, Markham, ON L3R 2Z5, Canada', 'geometry': {'location': {'lat': 43.8189308, 'lng': -79.3306248}, 'viewport': {'northeast': {'lat': 43.82026632989272, 'lng': -79.32913242010727}, 'southwest': {'lat': 43.81756667010728, 'lng': -79.33183207989272}}}, 'name': 'Xin Jiang Restaurant-Halal 西域食府.清真', 'place_id': 'ChIJfzHd9IPT1IkRXg-ES4L43Lw', 'rating': 4.2}]",Xin Jiang Restaurant-Halal 西域食府.清真,ChIJfzHd9IPT1IkRXg-ES4L43Lw,"3636 Steeles Ave E Unit106, Markham, ON L3R 2Z5, Canada",OPERATIONAL,43.8189308,-79.3306248,,,,,,,"https://www.google.com/maps/search/?api=1&query=Xin Jiang Restaurant-Halal 西域食府.清真,43.8189308%2C-79.3306248&query_place_id=ChIJfzHd9IPT1IkRXg-ES4L43Lw",
2007,2007,2008. Latin World,4.0 of 5 bubbles,"Mexican, Spanish",2021-08-09 19:22:45.628411-04:00,Latin World,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1229 Bloor St W, Toronto, ON M6H 1N6, Canada', 'geometry': {'location': {'lat': 43.6586283, 'lng': -79.4408258}, 'viewport': {'northeast': {'lat': 43.66003347989272, 'lng': -79.43949817010729}, 'southwest': {'lat': 43.65733382010728, 'lng': -79.44219782989272}}}, 'name': 'Latin World', 'place_id': 'ChIJX_DHAcI0K4gROFZNPpkTsK4', 'rating': 4.1}, {'business_status': 'OPERATIONAL', 'formatted_address': '1028 St Clair Ave W, Toronto, ON M6E 1A4, Canada', 'geometry': {'location': {'lat': 43.67927940000001, 'lng': -79.4381959}, 'viewport': {'northeast': {'lat': 43.68053832989272, 'lng': -79.43681147010729}, 'southwest': {'lat': 43.67783867010728, 'lng': -79.43951112989272}}}, 'name': 'Latin World', 'place_id': 'ChIJV18OP3c0K4gR0U_nhmkKc78', 'rating': 4}]",Latin World,ChIJX_DHAcI0K4gROFZNPpkTsK4,"1229 Bloor St W, Toronto, ON M6H 1N6, Canada",OPERATIONAL,43.6586283,-79.4408258,Latin World,ChIJV18OP3c0K4gR0U_nhmkKc78,"1028 St Clair Ave W, Toronto, ON M6E 1A4, Canada",OPERATIONAL,43.67927940000001,-79.4381959,"https://www.google.com/maps/search/?api=1&query=Latin World,43.6586283%2C-79.4408258&query_place_id=ChIJX_DHAcI0K4gROFZNPpkTsK4","https://www.google.com/maps/search/?api=1&query=Latin World,43.67927940000001%2C-79.4381959&query_place_id=ChIJV18OP3c0K4gR0U_nhmkKc78"
2008,2008,2009. Grk Ygrt,4.5 of 5 bubbles,None,2021-08-09 19:22:45.628411-04:00,Grk Ygrt,"[{'business_status': 'CLOSED_PERMANENTLY', 'formatted_address': '291 Augusta Ave, Toronto, ON M5T 2M2, Canada', 'geometry': {'location': {'lat': 43.65632069999999, 'lng': -79.40256219999999}, 'viewport': {'northeast': {'lat': 43.65765257989271, 'lng': -79.40129737010729}, 'southwest': {'lat': 43.65495292010727, 'lng': -79.40399702989272}}}, 'name': 'grk ygrt', 'place_id': 'ChIJeQ2X_ME0K4gRm7SmkHCzLUI', 'rating': 4.3}]",grk ygrt,ChIJeQ2X_ME0K4gRm7SmkHCzLUI,"291 Augusta Ave, Toronto, ON M5T 2M2, Canada",CLOSED_PERMANENTLY,43.65632069999999,-79.40256219999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=grk ygrt,43.65632069999999%2C-79.40256219999999&query_place_id=ChIJeQ2X_ME0K4gRm7SmkHCzLUI",
2009,2009,2010. Firkin on Danforth,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:22:45.628411-04:00,Firkin on Danforth,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2057B Danforth Ave, Toronto, ON M4C 1J8, Canada', 'geometry': {'location': {'lat': 43.6853041, 'lng': -79.31331809999999}, 'viewport': {'northeast': {'lat': 43.68677882989272, 'lng': -79.31202292010728}, 'southwest': {'lat': 43.68407917010728, 'lng': -79.31472257989272}}}, 'name': 'Firkin on Danforth', 'place_id': 'ChIJ1-21W2vM1IkRGz8ozsCZjxY', 'rating': 4}]",Firkin on Danforth,ChIJ1-21W2vM1IkRGz8ozsCZjxY,"2057B Danforth Ave, Toronto, ON M4C 1J8, Canada",OPERATIONAL,43.6853041,-79.31331809999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Firkin on Danforth,43.6853041%2C-79.31331809999999&query_place_id=ChIJ1-21W2vM1IkRGz8ozsCZjxY",
2010,2010,2011. Katsu Sushi,3.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:22:52.426955-04:00,Katsu Sushi,"[{'business_status': 'OPERATIONAL', 'formatted_address': '572 Danforth Ave, Toronto, ON M4K 1R1, Canada', 'geometry': {'location': {'lat': 43.6786948, 'lng': -79.3470507}, 'viewport': {'northeast': {'lat': 43.67995692989272, 'lng': -79.34566342010729}, 'southwest': {'lat': 43.67725727010728, 'lng': -79.34836307989272}}}, 'name': 'Katsu Japanese Restaurant', 'place_id': 'ChIJTdnxrpzM1IkRsJ6Z6rcYIuA', 'rating': 4}]",Katsu Japanese Restaurant,ChIJTdnxrpzM1IkRsJ6Z6rcYIuA,"572 Danforth Ave, Toronto, ON M4K 1R1, Canada",OPERATIONAL,43.6786948,-79.3470507,,,,,,,"https://www.google.com/maps/search/?api=1&query=Katsu Japanese Restaurant,43.6786948%2C-79.3470507&query_place_id=ChIJTdnxrpzM1IkRsJ6Z6rcYIuA",
2011,2011,2012. Lavelle,3.5 of 5 bubbles,Canadian,2021-08-09 19:22:52.426955-04:00,Lavelle,"[{'business_status': 'OPERATIONAL', 'formatted_address': '627 King St W, Toronto, ON M5V 1M5, Canada', 'geometry': {'location': {'lat': 43.6439805, 'lng': -79.40152479999999}, 'viewport': {'northeast': {'lat': 43.64544387989272, 'lng': -79.40001317010729}, 'southwest': {'lat': 43.64274422010727, 'lng': -79.40271282989272}}}, 'name': 'Lavelle', 'place_id': 'ChIJ1elEw2rL1IkRGIfjx_v91FQ', 'rating': 3.8}]",Lavelle,ChIJ1elEw2rL1IkRGIfjx_v91FQ,"627 King St W, Toronto, ON M5V 1M5, Canada",OPERATIONAL,43.6439805,-79.40152479999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lavelle,43.6439805%2C-79.40152479999999&query_place_id=ChIJ1elEw2rL1IkRGIfjx_v91FQ",
2012,2012,2013. Delica Kitchen,4.0 of 5 bubbles,"Canadian, Soups",2021-08-09 19:22:52.426955-04:00,Delica Kitchen,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1 Chome-1-1 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan', 'geometry': {'location': {'lat': 35.1731467, 'lng': 136.8822463}, 'viewport': {'northeast': {'lat': 35.17482672989272, 'lng': 136.8835636298928}, 'southwest': {'lat': 35.17212707010728, 'lng': 136.8808639701073}}}, 'name': 'Delica Kitchen (Chubu Foods)', 'place_id': 'ChIJtzdDFOh2A2ARjKxiPs7wzBU', 'rating': 4}]",Delica Kitchen (Chubu Foods),ChIJtzdDFOh2A2ARjKxiPs7wzBU,"1 Chome-1-1 Meieki, Nakamura Ward, Nagoya, Aichi 450-0002, Japan",OPERATIONAL,35.1731467,136.8822463,,,,,,,"https://www.google.com/maps/search/?api=1&query=Delica Kitchen (Chubu Foods),35.1731467%2C136.8822463&query_place_id=ChIJtzdDFOh2A2ARjKxiPs7wzBU",
2013,2013,2014. Congee Town,3.5 of 5 bubbles,"Chinese, Asian",2021-08-09 19:22:52.426955-04:00,Congee Town,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1571 Sandhurst Cir UNIT 106A, Scarborough, ON M1V 1V2, Canada', 'geometry': {'location': {'lat': 43.8090505, 'lng': -79.2681686}, 'viewport': {'northeast': {'lat': 43.81013452989272, 'lng': -79.26707507010728}, 'southwest': {'lat': 43.80743487010728, 'lng': -79.26977472989272}}}, 'name': 'CONGEE TOWN 太皇名粥', 'place_id': 'ChIJQzxB10fR1IkR7RN2Jxs2pz4', 'rating': 3.7}]",CONGEE TOWN 太皇名粥,ChIJQzxB10fR1IkR7RN2Jxs2pz4,"1571 Sandhurst Cir UNIT 106A, Scarborough, ON M1V 1V2, Canada",OPERATIONAL,43.8090505,-79.2681686,,,,,,,"https://www.google.com/maps/search/?api=1&query=CONGEE TOWN 太皇名粥,43.8090505%2C-79.2681686&query_place_id=ChIJQzxB10fR1IkR7RN2Jxs2pz4",
2014,2014,2015. Rancho To Go,4.5 of 5 bubbles,$,2021-08-09 19:22:52.426955-04:00,Rancho To Go,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1635 Dupont St, Toronto, ON M6P 3S9, Canada', 'geometry': {'location': {'lat': 43.664677, 'lng': -79.45561520000001}, 'viewport': {'northeast': {'lat': 43.66602682989271, 'lng': -79.45426537010728}, 'southwest': {'lat': 43.66332717010727, 'lng': -79.45696502989273}}}, 'name': 'Rancho Relaxo To Go', 'place_id': 'ChIJ9f6OkD00K4gRruIeoMPzW4k', 'rating': 4.4}, {'business_status': 'OPERATIONAL', 'formatted_address': '735 Kipling Ave, Etobicoke, ON M8Z 5G6, Canada', 'geometry': {'location': {'lat': 43.6267679, 'lng': -79.5286852}, 'viewport': {'northeast': {'lat': 43.62811772989272, 'lng': -79.52733537010728}, 'southwest': {'lat': 43.62541807010728, 'lng': -79.53003502989273}}}, 'name': 'Rancho Relaxo To Go Kipling', 'place_id': 'ChIJ322hBGQ3K4gRkx9ekfxTzU8', 'rating': 4.5}]",Rancho Relaxo To Go,ChIJ9f6OkD00K4gRruIeoMPzW4k,"1635 Dupont St, Toronto, ON M6P 3S9, Canada",OPERATIONAL,43.664677,-79.45561520000001,Rancho Relaxo To Go Kipling,ChIJ322hBGQ3K4gRkx9ekfxTzU8,"735 Kipling Ave, Etobicoke, ON M8Z 5G6, Canada",OPERATIONAL,43.6267679,-79.5286852,"https://www.google.com/maps/search/?api=1&query=Rancho Relaxo To Go,43.664677%2C-79.45561520000001&query_place_id=ChIJ9f6OkD00K4gRruIeoMPzW4k","https://www.google.com/maps/search/?api=1&query=Rancho Relaxo To Go Kipling,43.6267679%2C-79.5286852&query_place_id=ChIJ322hBGQ3K4gRkx9ekfxTzU8"
2015,2015,2016. Maki Sushi,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:22:52.426955-04:00,Maki Sushi,"[{'business_status': 'OPERATIONAL', 'formatted_address': '45 Wicksteed Ave, East York, ON M4G 4H9, Canada', 'geometry': {'location': {'lat': 43.7103557, 'lng': -79.3623629}, 'viewport': {'northeast': {'lat': 43.71162547989272, 'lng': -79.36106467010728}, 'southwest': {'lat': 43.70892582010728, 'lng': -79.36376432989273}}}, 'name': 'Maki Sushi', 'place_id': 'ChIJFTmLsoNNV0ARA7Fofnon-II', 'rating': 3.8}]",Maki Sushi,ChIJFTmLsoNNV0ARA7Fofnon-II,"45 Wicksteed Ave, East York, ON M4G 4H9, Canada",OPERATIONAL,43.7103557,-79.3623629,,,,,,,"https://www.google.com/maps/search/?api=1&query=Maki Sushi,43.7103557%2C-79.3623629&query_place_id=ChIJFTmLsoNNV0ARA7Fofnon-II",
2016,2016,2017. Izba,3.5 of 5 bubbles,"Polish, European",2021-08-09 19:22:52.426955-04:00,Izba,"[{'business_status': 'OPERATIONAL', 'formatted_address': '648 The Queensway, Etobicoke, ON M8Y 1K7, Canada', 'geometry': {'location': {'lat': 43.62760309999999, 'lng': -79.4975865}, 'viewport': {'northeast': {'lat': 43.62888612989272, 'lng': -79.49620867010728}, 'southwest': {'lat': 43.62618647010728, 'lng': -79.49890832989273}}}, 'name': 'Izba', 'place_id': 'ChIJq_0RvD42K4gRyLMOa46Z35Y', 'rating': 4.1}]",Izba,ChIJq_0RvD42K4gRyLMOa46Z35Y,"648 The Queensway, Etobicoke, ON M8Y 1K7, Canada",OPERATIONAL,43.62760309999999,-79.4975865,,,,,,,"https://www.google.com/maps/search/?api=1&query=Izba,43.62760309999999%2C-79.4975865&query_place_id=ChIJq_0RvD42K4gRyLMOa46Z35Y",
2017,2017,2018. Mr. Gushi,4.5 of 5 bubbles,"Japanese, Asian",2021-08-09 19:22:52.426955-04:00,Mr. Gushi,"[{'business_status': 'OPERATIONAL', 'formatted_address': '296 Gerrard St E, Toronto, ON M5A 2G4, Canada', 'geometry': {'location': {'lat': 43.6624142, 'lng': -79.3673471}, 'viewport': {'northeast': {'lat': 43.66377317989272, 'lng': -79.36595192010728}, 'southwest': {'lat': 43.66107352010728, 'lng': -79.36865157989271}}}, 'name': 'Gushi Gerrard Japanese Street Food', 'place_id': 'ChIJxZeq4FDL1IkRxl8_KLBeqeQ', 'rating': 4.8}, {'business_status': 'OPERATIONAL', 'formatted_address': '707 Dundas St W, Toronto, ON M5T 2W6, Canada', 'geometry': {'location': {'lat': 43.6519985, 'lng': -79.40496460000001}, 'viewport': {'northeast': {'lat': 43.65342267989272, 'lng': -79.40355017010728}, 'southwest': {'lat': 43.65072302010728, 'lng': -79.40624982989272}}}, 'name': 'Gushi (Dundas W x Bathurst)', 'place_id': 'ChIJUVR4cOg0K4gRYYsrq6hB-S0', 'rating': 4.7}]",Gushi Gerrard Japanese Street Food,ChIJxZeq4FDL1IkRxl8_KLBeqeQ,"296 Gerrard St E, Toronto, ON M5A 2G4, Canada",OPERATIONAL,43.6624142,-79.3673471,Gushi (Dundas W x Bathurst),ChIJUVR4cOg0K4gRYYsrq6hB-S0,"707 Dundas St W, Toronto, ON M5T 2W6, Canada",OPERATIONAL,43.6519985,-79.40496460000001,"https://www.google.com/maps/search/?api=1&query=Gushi Gerrard Japanese Street Food,43.6624142%2C-79.3673471&query_place_id=ChIJxZeq4FDL1IkRxl8_KLBeqeQ","https://www.google.com/maps/search/?api=1&query=Gushi (Dundas W x Bathurst),43.6519985%2C-79.40496460000001&query_place_id=ChIJUVR4cOg0K4gRYYsrq6hB-S0"
2018,2018,2019. Rock 'N' Horse Saloon,3.5 of 5 bubbles,"Bar, American",2021-08-09 19:22:52.426955-04:00,Rock 'N' Horse Saloon,"[{'business_status': 'CLOSED_TEMPORARILY', 'formatted_address': '250 Adelaide St W, Toronto, ON M5H 1X6, Canada', 'geometry': {'location': {'lat': 43.6483333, 'lng': -79.3891598}, 'viewport': {'northeast': {'lat': 43.64957022989272, 'lng': -79.38776387010728}, 'southwest': {'lat': 43.64687057010728, 'lng': -79.39046352989273}}}, 'name': ""Rock 'N' Horse Saloon"", 'place_id': 'ChIJN1MVTNA0K4gR5xXmB8cv8AI', 'rating': 4}]",Rock 'N' Horse Saloon,ChIJN1MVTNA0K4gR5xXmB8cv8AI,"250 Adelaide St W, Toronto, ON M5H 1X6, Canada",CLOSED_TEMPORARILY,43.6483333,-79.3891598,,,,,,,"https://www.google.com/maps/search/?api=1&query=Rock 'N' Horse Saloon,43.6483333%2C-79.3891598&query_place_id=ChIJN1MVTNA0K4gR5xXmB8cv8AI",
2019,2019,2020. Nama Sushi,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:22:52.426955-04:00,Nama Sushi,"[{'business_status': 'OPERATIONAL', 'formatted_address': '750 St Clair Ave W, Toronto, ON M6C 1B5, Canada', 'geometry': {'location': {'lat': 43.681382, 'lng': -79.428163}, 'viewport': {'northeast': {'lat': 43.68273182989272, 'lng': -79.42681317010728}, 'southwest': {'lat': 43.68003217010727, 'lng': -79.42951282989272}}}, 'name': 'Nama Sushi', 'place_id': 'ChIJgQNNnX80K4gRpIpHzIGlHz0', 'rating': 4.4}]",Nama Sushi,ChIJgQNNnX80K4gRpIpHzIGlHz0,"750 St Clair Ave W, Toronto, ON M6C 1B5, Canada",OPERATIONAL,43.681382,-79.428163,,,,,,,"https://www.google.com/maps/search/?api=1&query=Nama Sushi,43.681382%2C-79.428163&query_place_id=ChIJgQNNnX80K4gRpIpHzIGlHz0",
2021,2021,2022. Valley Fields Restaurant,4.0 of 5 bubbles,Canadian,2021-08-09 19:22:52.426955-04:00,Valley Fields Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1200 Lawrence Ave E, North York, ON M3A 1C3, Canada', 'geometry': {'location': {'lat': 43.7416925, 'lng': -79.3198319}, 'viewport': {'northeast': {'lat': 43.74298957989272, 'lng': -79.31830767010727}, 'southwest': {'lat': 43.74028992010727, 'lng': -79.32100732989272}}}, 'name': 'Valley Fields Restaurant', 'place_id': 'ChIJ7Wmn_I7N1IkRHXtG6Eb2m7w', 'rating': 4.4}]",Valley Fields Restaurant,ChIJ7Wmn_I7N1IkRHXtG6Eb2m7w,"1200 Lawrence Ave E, North York, ON M3A 1C3, Canada",OPERATIONAL,43.7416925,-79.3198319,,,,,,,"https://www.google.com/maps/search/?api=1&query=Valley Fields Restaurant,43.7416925%2C-79.3198319&query_place_id=ChIJ7Wmn_I7N1IkRHXtG6Eb2m7w",
2022,2022,2023. Moldova Restaurant,3.5 of 5 bubbles,"Eastern European, European",2021-08-09 19:22:52.426955-04:00,Moldova Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '5000 Dufferin Street Unit #A1, North York, ON M3H 5T5, Canada', 'geometry': {'location': {'lat': 43.7818872, 'lng': -79.4707737}, 'viewport': {'northeast': {'lat': 43.78313937989272, 'lng': -79.46937597010728}, 'southwest': {'lat': 43.78043972010728, 'lng': -79.47207562989273}}}, 'name': 'Moldova Restaurant', 'place_id': 'ChIJRV-XYHUuK4gRy18VhKstyrw', 'rating': 4.2}]",Moldova Restaurant,ChIJRV-XYHUuK4gRy18VhKstyrw,"5000 Dufferin Street Unit #A1, North York, ON M3H 5T5, Canada",OPERATIONAL,43.7818872,-79.4707737,,,,,,,"https://www.google.com/maps/search/?api=1&query=Moldova Restaurant,43.7818872%2C-79.4707737&query_place_id=ChIJRV-XYHUuK4gRy18VhKstyrw",
2025,2025,2026. Magic Noodle,4.0 of 5 bubbles,"Asian, Chinese",2021-08-09 19:22:52.426955-04:00,Magic Noodle,"[{'business_status': 'OPERATIONAL', 'formatted_address': '93 Harbord St, Toronto, ON M5S 1G4, Canada', 'geometry': {'location': {'lat': 43.6626549, 'lng': -79.4035626}, 'viewport': {'northeast': {'lat': 43.66405317989272, 'lng': -79.40223227010728}, 'southwest': {'lat': 43.66135352010727, 'lng': -79.40493192989273}}}, 'name': 'Magic Noodle Downtown', 'place_id': 'ChIJP9UKepU0K4gRiPEakcGZFhc', 'rating': 4}]",Magic Noodle Downtown,ChIJP9UKepU0K4gRiPEakcGZFhc,"93 Harbord St, Toronto, ON M5S 1G4, Canada",OPERATIONAL,43.6626549,-79.4035626,,,,,,,"https://www.google.com/maps/search/?api=1&query=Magic Noodle Downtown,43.6626549%2C-79.4035626&query_place_id=ChIJP9UKepU0K4gRiPEakcGZFhc",
2026,2026,2027. Seoul Shakers,5.0 of 5 bubbles,"Asian, Korean",2021-08-09 19:22:52.426955-04:00,Seoul Shakers,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1241 Bloor St W, Toronto, ON M6H 1N6, Canada', 'geometry': {'location': {'lat': 43.6585746, 'lng': -79.4411188}, 'viewport': {'northeast': {'lat': 43.65997612989271, 'lng': -79.43978972010727}, 'southwest': {'lat': 43.65727647010727, 'lng': -79.44248937989272}}}, 'name': 'Seoul Shakers', 'place_id': 'ChIJydsey6I1K4gRbxUDaOEYAYU', 'rating': 4.4}]",Seoul Shakers,ChIJydsey6I1K4gRbxUDaOEYAYU,"1241 Bloor St W, Toronto, ON M6H 1N6, Canada",OPERATIONAL,43.6585746,-79.4411188,,,,,,,"https://www.google.com/maps/search/?api=1&query=Seoul Shakers,43.6585746%2C-79.4411188&query_place_id=ChIJydsey6I1K4gRbxUDaOEYAYU",
2027,2027,2028. Lavash Restaurant,5.0 of 5 bubbles,"Lebanese, Mediterranean",2021-08-09 19:22:52.426955-04:00,Lavash Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2746 Victoria Park Ave, North York, ON M2J 4A8, Canada', 'geometry': {'location': {'lat': 43.7865098, 'lng': -79.3287019}, 'viewport': {'northeast': {'lat': 43.78800982989273, 'lng': -79.32738552010727}, 'southwest': {'lat': 43.78531017010728, 'lng': -79.33008517989272}}}, 'name': 'Lavash Restaurant Inc.', 'place_id': 'ChIJYV7mKRfT1IkR5zRnl1hAT-s', 'rating': 4.8}]",Lavash Restaurant Inc.,ChIJYV7mKRfT1IkR5zRnl1hAT-s,"2746 Victoria Park Ave, North York, ON M2J 4A8, Canada",OPERATIONAL,43.7865098,-79.3287019,,,,,,,"https://www.google.com/maps/search/?api=1&query=Lavash Restaurant Inc.,43.7865098%2C-79.3287019&query_place_id=ChIJYV7mKRfT1IkR5zRnl1hAT-s",
2028,2028,2029. Porta Via Ristorante,4.5 of 5 bubbles,Canadian,2021-08-09 19:22:52.426955-04:00,Porta Via Ristorante,"[{'business_status': 'OPERATIONAL', 'formatted_address': '5399 Eglinton Ave W #104, Etobicoke, ON M9C 5K6, Canada', 'geometry': {'location': {'lat': 43.66301379999999, 'lng': -79.5896218}, 'viewport': {'northeast': {'lat': 43.66443697989272, 'lng': -79.58838557010729}, 'southwest': {'lat': 43.66173732010727, 'lng': -79.59108522989273}}}, 'name': 'Porta Via', 'place_id': 'ChIJKYU5X7E5K4gRhw329HCasAA', 'rating': 4.6}]",Porta Via,ChIJKYU5X7E5K4gRhw329HCasAA,"5399 Eglinton Ave W #104, Etobicoke, ON M9C 5K6, Canada",OPERATIONAL,43.66301379999999,-79.5896218,,,,,,,"https://www.google.com/maps/search/?api=1&query=Porta Via,43.66301379999999%2C-79.5896218&query_place_id=ChIJKYU5X7E5K4gRhw329HCasAA",
2029,2029,2030. Via Napoli,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:22:52.426955-04:00,Via Napoli,"[{'business_status': 'OPERATIONAL', 'formatted_address': '4923 Dundas St W, Etobicoke, ON M9A 1B6, Canada', 'geometry': {'location': {'lat': 43.648471, 'lng': -79.528674}, 'viewport': {'northeast': {'lat': 43.64987817989272, 'lng': -79.52745377010729}, 'southwest': {'lat': 43.64717852010727, 'lng': -79.53015342989272}}}, 'name': 'Pizzeria Via Napoli', 'place_id': 'ChIJAQAU2KU3K4gRh1ij7JIs9MA', 'rating': 4.5}]",Pizzeria Via Napoli,ChIJAQAU2KU3K4gRh1ij7JIs9MA,"4923 Dundas St W, Etobicoke, ON M9A 1B6, Canada",OPERATIONAL,43.648471,-79.528674,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pizzeria Via Napoli,43.648471%2C-79.528674&query_place_id=ChIJAQAU2KU3K4gRh1ij7JIs9MA",
2030,2030,2031. Fast Fresh Foods,4.5 of 5 bubbles,Canadian,2021-08-09 19:22:52.426955-04:00,Fast Fresh Foods,"[{'business_status': 'OPERATIONAL', 'formatted_address': '100 Wellington St W, Toronto, ON M5K 1G8, Canada', 'geometry': {'location': {'lat': 43.6469774, 'lng': -79.3829354}, 'viewport': {'northeast': {'lat': 43.64817212989272, 'lng': -79.38151927010728}, 'southwest': {'lat': 43.64547247010728, 'lng': -79.38421892989271}}}, 'name': 'Fast Fresh Foods', 'place_id': 'ChIJOS2e5dI0K4gRWJuEsJ0saP0', 'rating': 3.6}]",Fast Fresh Foods,ChIJOS2e5dI0K4gRWJuEsJ0saP0,"100 Wellington St W, Toronto, ON M5K 1G8, Canada",OPERATIONAL,43.6469774,-79.3829354,,,,,,,"https://www.google.com/maps/search/?api=1&query=Fast Fresh Foods,43.6469774%2C-79.3829354&query_place_id=ChIJOS2e5dI0K4gRWJuEsJ0saP0",
2031,2031,2032. Roxy on King,4.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:22:52.426955-04:00,Roxy on King,"[{'business_status': 'CLOSED_PERMANENTLY', 'formatted_address': '284A King St W, Toronto, ON M5V 1J2, Canada', 'geometry': {'location': {'lat': 43.6469337, 'lng': -79.3887591}, 'viewport': {'northeast': {'lat': 43.64822232989273, 'lng': -79.38738352010728}, 'southwest': {'lat': 43.64552267010728, 'lng': -79.39008317989271}}}, 'name': 'Roxy on King', 'place_id': 'ChIJV1WVAdE0K4gRs1PeHANscgs', 'rating': 4.3}]",Roxy on King,ChIJV1WVAdE0K4gRs1PeHANscgs,"284A King St W, Toronto, ON M5V 1J2, Canada",CLOSED_PERMANENTLY,43.6469337,-79.3887591,,,,,,,"https://www.google.com/maps/search/?api=1&query=Roxy on King,43.6469337%2C-79.3887591&query_place_id=ChIJV1WVAdE0K4gRs1PeHANscgs",
