,Unnamed: 0,name,stars,cuisine,retrieve-date,name2,json,name_google_0,place_id_0,formatted_address_0,business_status_0,lat_0,lng_0,name_google_1,place_id_1,formatted_address_1,business_status_1,lat_1,lng_1,url_0,url_1
87,87,88. Cafe Boulud Toronto,4.0 of 5 bubbles,"French, European",2021-08-09 19:15:53.515386-04:00,Cafe Boulud Toronto,"[{'business_status': 'OPERATIONAL', 'formatted_address': '60 Yorkville Ave, Toronto, ON M4W 0A4, Canada', 'geometry': {'location': {'lat': 43.671736, 'lng': -79.3899769}, 'viewport': {'northeast': {'lat': 43.67292982989271, 'lng': -79.38856597010728}, 'southwest': {'lat': 43.67023017010727, 'lng': -79.39126562989273}}}, 'name': 'Café Boulud', 'place_id': 'ChIJWWtTba80K4gRcxZ_EMWjLTg', 'rating': 4.4}]",Café Boulud,ChIJWWtTba80K4gRcxZ_EMWjLTg,"60 Yorkville Ave, Toronto, ON M4W 0A4, Canada",OPERATIONAL,43.671736,-79.3899769,,,,,,,"https://www.google.com/maps/search/?api=1&query=Café Boulud,43.671736%2C-79.3899769&query_place_id=ChIJWWtTba80K4gRcxZ_EMWjLTg",
88,88,89. The Keg,4.5 of 5 bubbles,"Steakhouse, Canadian",2021-08-09 19:15:53.515386-04:00,The Keg,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2201 Yonge St, Toronto, ON M4S 2B2, Canada', 'geometry': {'location': {'lat': 43.7058731, 'lng': -79.3977676}, 'viewport': {'northeast': {'lat': 43.70698842989272, 'lng': -79.39653422010727}, 'southwest': {'lat': 43.70428877010728, 'lng': -79.3992338798927}}}, 'name': 'The Keg Steakhouse + Bar - Yonge + Eglinton', 'place_id': 'ChIJ0_pehTwzK4gRnFmXFt3vBV0', 'rating': 4.5}]",The Keg Steakhouse + Bar - Yonge + Eglinton,ChIJ0_pehTwzK4gRnFmXFt3vBV0,"2201 Yonge St, Toronto, ON M4S 2B2, Canada",OPERATIONAL,43.7058731,-79.3977676,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Keg Steakhouse + Bar - Yonge + Eglinton,43.7058731%2C-79.3977676&query_place_id=ChIJ0_pehTwzK4gRnFmXFt3vBV0",
89,89,90. The Senator Restaurant,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:15:53.515386-04:00,The Senator Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '249 Victoria St, Toronto, ON M5B 1V8, Canada', 'geometry': {'location': {'lat': 43.6557062, 'lng': -79.37917379999999}, 'viewport': {'northeast': {'lat': 43.65701732989272, 'lng': -79.37780987010728}, 'southwest': {'lat': 43.65431767010728, 'lng': -79.38050952989272}}}, 'name': 'The Senator', 'place_id': 'ChIJWcH-2zTL1IkRqB8N3YUw6-I', 'rating': 4.3}]",The Senator,ChIJWcH-2zTL1IkRqB8N3YUw6-I,"249 Victoria St, Toronto, ON M5B 1V8, Canada",OPERATIONAL,43.6557062,-79.37917379999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Senator,43.6557062%2C-79.37917379999999&query_place_id=ChIJWcH-2zTL1IkRqB8N3YUw6-I",
90,90,91. Planta Yorkville,4.0 of 5 bubbles,Canadian,2021-08-09 19:15:59.525979-04:00,Planta Yorkville,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1221 Bay St., Toronto, ON M5R 3P5, Canada', 'geometry': {'location': {'lat': 43.670213, 'lng': -79.38945439999999}, 'viewport': {'northeast': {'lat': 43.67134552989272, 'lng': -79.38801677010727}, 'southwest': {'lat': 43.66864587010728, 'lng': -79.39071642989272}}}, 'name': 'PLANTA | Yorkville', 'place_id': 'ChIJGXV3ua80K4gRnKhLf4obxwc', 'rating': 4.3}]",PLANTA | Yorkville,ChIJGXV3ua80K4gRnKhLf4obxwc,"1221 Bay St., Toronto, ON M5R 3P5, Canada",OPERATIONAL,43.670213,-79.38945439999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=PLANTA | Yorkville,43.670213%2C-79.38945439999999&query_place_id=ChIJGXV3ua80K4gRnKhLf4obxwc",
91,91,92. The Queen and Beaver Public House,4.0 of 5 bubbles,"Bar, British",2021-08-09 19:15:59.525979-04:00,The Queen and Beaver Public House,"[{'business_status': 'OPERATIONAL', 'formatted_address': '35 Elm St, Toronto, ON M5G 1H1, Canada', 'geometry': {'location': {'lat': 43.65731400000001, 'lng': -79.383271}, 'viewport': {'northeast': {'lat': 43.65876667989273, 'lng': -79.38198182010727}, 'southwest': {'lat': 43.65606702010729, 'lng': -79.3846814798927}}}, 'name': 'The Queen & Beaver Public House', 'place_id': 'ChIJgZGqX8o0K4gR13cE_3RaqR8', 'rating': 4.4}]",The Queen & Beaver Public House,ChIJgZGqX8o0K4gR13cE_3RaqR8,"35 Elm St, Toronto, ON M5G 1H1, Canada",OPERATIONAL,43.65731400000001,-79.383271,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Queen & Beaver Public House,43.65731400000001%2C-79.383271&query_place_id=ChIJgZGqX8o0K4gR13cE_3RaqR8",
92,92,93. Cactus Club Cafe First Canadian Place,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:15:59.525979-04:00,Cactus Club Cafe First Canadian Place,"[{'business_status': 'OPERATIONAL', 'formatted_address': '77 Adelaide St W, Toronto, ON M5X 1C1, Canada', 'geometry': {'location': {'lat': 43.6495477, 'lng': -79.3817195}, 'viewport': {'northeast': {'lat': 43.65085457989272, 'lng': -79.38043367010728}, 'southwest': {'lat': 43.64815492010727, 'lng': -79.38313332989273}}}, 'name': 'Cactus Club Cafe First Canadian Place', 'place_id': 'ChIJE65wodI0K4gRGHR5w5d4YPI', 'rating': 4.3}]",Cactus Club Cafe First Canadian Place,ChIJE65wodI0K4gRGHR5w5d4YPI,"77 Adelaide St W, Toronto, ON M5X 1C1, Canada",OPERATIONAL,43.6495477,-79.3817195,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cactus Club Cafe First Canadian Place,43.6495477%2C-79.3817195&query_place_id=ChIJE65wodI0K4gRGHR5w5d4YPI",
93,93,94. Sushi-Ya Japanese,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:15:59.525979-04:00,Sushi-Ya Japanese,"[{'business_status': 'OPERATIONAL', 'formatted_address': '621 Dixon Rd, Etobicoke, ON M9W 1H7, Canada', 'geometry': {'location': {'lat': 43.6902104, 'lng': -79.57595549999999}, 'viewport': {'northeast': {'lat': 43.69169532989272, 'lng': -79.57463242010729}, 'southwest': {'lat': 43.68899567010728, 'lng': -79.57733207989273}}}, 'name': 'Sushi-Ya Japan', 'place_id': 'ChIJQUQpNvE5K4gRAC4jXLoHoHU', 'rating': 4.5}]",Sushi-Ya Japan,ChIJQUQpNvE5K4gRAC4jXLoHoHU,"621 Dixon Rd, Etobicoke, ON M9W 1H7, Canada",OPERATIONAL,43.6902104,-79.57595549999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sushi-Ya Japan,43.6902104%2C-79.57595549999999&query_place_id=ChIJQUQpNvE5K4gRAC4jXLoHoHU",
94,94,95. Mamakas,4.5 of 5 bubbles,"Seafood, Mediterranean",2021-08-09 19:15:59.525979-04:00,Mamakas,"[{'business_status': 'OPERATIONAL', 'formatted_address': '80 Ossington Ave, Toronto, ON M6J 2Y7, Canada', 'geometry': {'location': {'lat': 43.64594659999999, 'lng': -79.419662}, 'viewport': {'northeast': {'lat': 43.64730357989272, 'lng': -79.41822267010728}, 'southwest': {'lat': 43.64460392010728, 'lng': -79.42092232989273}}}, 'name': 'Mamakas Taverna', 'place_id': 'ChIJmVryKPw0K4gRm7YkQoNTBWE', 'rating': 4.5}]",Mamakas Taverna,ChIJmVryKPw0K4gRm7YkQoNTBWE,"80 Ossington Ave, Toronto, ON M6J 2Y7, Canada",OPERATIONAL,43.64594659999999,-79.419662,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mamakas Taverna,43.64594659999999%2C-79.419662&query_place_id=ChIJmVryKPw0K4gRm7YkQoNTBWE",
95,95,96. Quinn's Steakhouse,4.0 of 5 bubbles,"American, Steakhouse",2021-08-09 19:15:59.525979-04:00,Quinn's Steakhouse,"[{'business_status': 'CLOSED_TEMPORARILY', 'formatted_address': '96 Richmond St W, Toronto, ON M5H 2A3, Canada', 'geometry': {'location': {'lat': 43.6509088, 'lng': -79.38308049999999}, 'viewport': {'northeast': {'lat': 43.65220162989272, 'lng': -79.38170642010728}, 'southwest': {'lat': 43.64950197010728, 'lng': -79.38440607989273}}}, 'name': ""Quinn's Steakhouse & Irish Bar"", 'place_id': 'ChIJa-2hCM00K4gRFl4xp_eVBUs', 'rating': 4.1}]",Quinn's Steakhouse & Irish Bar,ChIJa-2hCM00K4gRFl4xp_eVBUs,"96 Richmond St W, Toronto, ON M5H 2A3, Canada",CLOSED_TEMPORARILY,43.6509088,-79.38308049999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Quinn's Steakhouse & Irish Bar,43.6509088%2C-79.38308049999999&query_place_id=ChIJa-2hCM00K4gRFl4xp_eVBUs",
96,96,97. Amsterdam BrewHouse - On the Lake,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:15:59.525979-04:00,Amsterdam BrewHouse - On the Lake,"[{'business_status': 'OPERATIONAL', 'formatted_address': '245 Queens Quay W, Toronto, ON M5J 2K9, Canada', 'geometry': {'location': {'lat': 43.6378768, 'lng': -79.38472929999999}, 'viewport': {'northeast': {'lat': 43.63937307989273, 'lng': -79.38355432010728}, 'southwest': {'lat': 43.63667342010728, 'lng': -79.38625397989271}}}, 'name': 'Amsterdam BrewHouse', 'place_id': 'ChIJ22FaNyo1K4gRYKnKHwoYftQ', 'rating': 4.2}]",Amsterdam BrewHouse,ChIJ22FaNyo1K4gRYKnKHwoYftQ,"245 Queens Quay W, Toronto, ON M5J 2K9, Canada",OPERATIONAL,43.6378768,-79.38472929999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Amsterdam BrewHouse,43.6378768%2C-79.38472929999999&query_place_id=ChIJ22FaNyo1K4gRYKnKHwoYftQ",
97,97,98. Azure Restaurant & Bar at the Intercontinental Toronto Centre,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:15:59.525979-04:00,Azure Restaurant & Bar at the Intercontinental Toronto Centre,"[{'business_status': 'OPERATIONAL', 'formatted_address': '225 Front St W, Toronto, ON M5V 2X3, Canada', 'geometry': {'location': {'lat': 43.6449527, 'lng': -79.3852857}, 'viewport': {'northeast': {'lat': 43.64645582989272, 'lng': -79.38395352010728}, 'southwest': {'lat': 43.64375617010728, 'lng': -79.38665317989273}}}, 'name': 'Azure Restaurant & Bar', 'place_id': 'ChIJsaKz-NM0K4gRrtxtwfJEnZs', 'rating': 3.9}]",Azure Restaurant & Bar,ChIJsaKz-NM0K4gRrtxtwfJEnZs,"225 Front St W, Toronto, ON M5V 2X3, Canada",OPERATIONAL,43.6449527,-79.3852857,,,,,,,"https://www.google.com/maps/search/?api=1&query=Azure Restaurant & Bar,43.6449527%2C-79.3852857&query_place_id=ChIJsaKz-NM0K4gRrtxtwfJEnZs",
98,98,99. Trattoria Nervosa,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:15:59.525979-04:00,Trattoria Nervosa,"[{'business_status': 'OPERATIONAL', 'formatted_address': '75 Yorkville Ave, Toronto, ON M5R 1B8, Canada', 'geometry': {'location': {'lat': 43.6710218, 'lng': -79.39108039999999}, 'viewport': {'northeast': {'lat': 43.67243657989273, 'lng': -79.38979197010728}, 'southwest': {'lat': 43.66973692010728, 'lng': -79.39249162989272}}}, 'name': 'Trattoria Nervosa', 'place_id': 'ChIJZ0uJg680K4gRFd2fWmuKpQA', 'rating': 4.4}]",Trattoria Nervosa,ChIJZ0uJg680K4gRFd2fWmuKpQA,"75 Yorkville Ave, Toronto, ON M5R 1B8, Canada",OPERATIONAL,43.6710218,-79.39108039999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Trattoria Nervosa,43.6710218%2C-79.39108039999999&query_place_id=ChIJZ0uJg680K4gRFd2fWmuKpQA",
99,99,100. Indie Ale House,4.5 of 5 bubbles,"American, Brew Pub",2021-08-09 19:15:59.525979-04:00,Indie Ale House,"[{'business_status': 'OPERATIONAL', 'formatted_address': '2876 Dundas St W, Toronto, ON M6P 1Y8, Canada', 'geometry': {'location': {'lat': 43.6655507, 'lng': -79.46533869999999}, 'viewport': {'northeast': {'lat': 43.66683407989272, 'lng': -79.46399012010728}, 'southwest': {'lat': 43.66413442010728, 'lng': -79.46668977989272}}}, 'name': 'Indie Alehouse', 'place_id': 'ChIJL0vu7SE0K4gREwxLUM4dYrs', 'rating': 4.5}]",Indie Alehouse,ChIJL0vu7SE0K4gREwxLUM4dYrs,"2876 Dundas St W, Toronto, ON M6P 1Y8, Canada",OPERATIONAL,43.6655507,-79.46533869999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Indie Alehouse,43.6655507%2C-79.46533869999999&query_place_id=ChIJL0vu7SE0K4gREwxLUM4dYrs",
100,100,101. Scaddabush Italian Kitchen & Bar,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:15:59.525979-04:00,Scaddabush Italian Kitchen & Bar,"[{'business_status': 'OPERATIONAL', 'formatted_address': '200 Front Street W Unit #G001, Toronto, ON M5V 3J1, Canada', 'geometry': {'location': {'lat': 43.644834, 'lng': -79.38543899999999}, 'viewport': {'northeast': {'lat': 43.64608042989273, 'lng': -79.38428322010728}, 'southwest': {'lat': 43.64338077010728, 'lng': -79.38698287989271}}}, 'name': 'Scaddabush Italian Kitchen & Bar Front Street', 'place_id': 'ChIJ9RTjVNE0K4gR23sE8yg53-o', 'rating': 4.2}]",Scaddabush Italian Kitchen & Bar Front Street,ChIJ9RTjVNE0K4gR23sE8yg53-o,"200 Front Street W Unit #G001, Toronto, ON M5V 3J1, Canada",OPERATIONAL,43.644834,-79.38543899999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Scaddabush Italian Kitchen & Bar Front Street,43.644834%2C-79.38543899999999&query_place_id=ChIJ9RTjVNE0K4gR23sE8yg53-o",
101,101,102. Scaramouche Pasta Bar & Grill,4.5 of 5 bubbles,Contemporary,2021-08-09 19:15:59.525979-04:00,Scaramouche Pasta Bar & Grill,"[{'business_status': 'OPERATIONAL', 'formatted_address': '1 Benvenuto Pl, Toronto, ON M4V 2L1, Canada', 'geometry': {'location': {'lat': 43.6815023, 'lng': -79.3999013}, 'viewport': {'northeast': {'lat': 43.68297687989272, 'lng': -79.39875502010727}, 'southwest': {'lat': 43.68027722010728, 'lng': -79.40145467989272}}}, 'name': 'Scaramouche Restaurant', 'place_id': 'ChIJrxCATO8zK4gRHe57JQWul2Q', 'rating': 4.7}]",Scaramouche Restaurant,ChIJrxCATO8zK4gRHe57JQWul2Q,"1 Benvenuto Pl, Toronto, ON M4V 2L1, Canada",OPERATIONAL,43.6815023,-79.3999013,,,,,,,"https://www.google.com/maps/search/?api=1&query=Scaramouche Restaurant,43.6815023%2C-79.3999013&query_place_id=ChIJrxCATO8zK4gRHe57JQWul2Q",
102,102,103. Prince Japanese Steak House,4.5 of 5 bubbles,"Steakhouse, Sushi",2021-08-09 19:15:59.525979-04:00,Prince Japanese Steak House,"[{'business_status': 'OPERATIONAL', 'formatted_address': '5555 Eglinton Ave W, Etobicoke, ON M9C 5M1, Canada', 'geometry': {'location': {'lat': 43.64875199999999, 'lng': -79.60466699999999}, 'viewport': {'northeast': {'lat': 43.65016282989271, 'lng': -79.60337992010729}, 'southwest': {'lat': 43.64746317010727, 'lng': -79.60607957989272}}}, 'name': 'Prince Japanese Steak House', 'place_id': 'ChIJlTKXzfc4K4gRRpPi1Ji_xI0', 'rating': 4.4}]",Prince Japanese Steak House,ChIJlTKXzfc4K4gRRpPi1Ji_xI0,"5555 Eglinton Ave W, Etobicoke, ON M9C 5M1, Canada",OPERATIONAL,43.64875199999999,-79.60466699999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=Prince Japanese Steak House,43.64875199999999%2C-79.60466699999999&query_place_id=ChIJlTKXzfc4K4gRRpPi1Ji_xI0",
103,103,104. Bannock,4.0 of 5 bubbles,"Contemporary, Canadian",2021-08-09 19:15:59.525979-04:00,Bannock,"[{'business_status': 'CLOSED_TEMPORARILY', 'formatted_address': '401 Bay St., Toronto, ON M5H 2Y4, Canada', 'geometry': {'location': {'lat': 43.6519444, 'lng': -79.3811111}, 'viewport': {'northeast': {'lat': 43.65321177989272, 'lng': -79.37997517010727}, 'southwest': {'lat': 43.65051212010728, 'lng': -79.38267482989272}}}, 'name': 'Bannock', 'place_id': 'ChIJDUW-3cw0K4gRbhnTlLmb_fs', 'rating': 4.2}, {'business_status': 'CLOSED_TEMPORARILY', 'formatted_address': '1294 Gerrard St E, Toronto, ON M4L 1Y7, Canada', 'geometry': {'location': {'lat': 43.6711818, 'lng': -79.3273427}, 'viewport': {'northeast': {'lat': 43.67247272989272, 'lng': -79.32596647010729}, 'southwest': {'lat': 43.66977307010728, 'lng': -79.32866612989272}}}, 'name': 'Tea N Bannock', 'place_id': 'ChIJj2zxDIfL1IkRDZgm2Nc9bi4', 'rating': 4.7}]",Bannock,ChIJDUW-3cw0K4gRbhnTlLmb_fs,"401 Bay St., Toronto, ON M5H 2Y4, Canada",CLOSED_TEMPORARILY,43.6519444,-79.3811111,Tea N Bannock,ChIJj2zxDIfL1IkRDZgm2Nc9bi4,"1294 Gerrard St E, Toronto, ON M4L 1Y7, Canada",CLOSED_TEMPORARILY,43.6711818,-79.3273427,"https://www.google.com/maps/search/?api=1&query=Bannock,43.6519444%2C-79.3811111&query_place_id=ChIJDUW-3cw0K4gRbhnTlLmb_fs","https://www.google.com/maps/search/?api=1&query=Tea N Bannock,43.6711818%2C-79.3273427&query_place_id=ChIJj2zxDIfL1IkRDZgm2Nc9bi4"
104,104,105. Little Anthony's,4.0 of 5 bubbles,"Italian, Mediterranean",2021-08-09 19:15:59.525979-04:00,Little Anthony's,"[{'business_status': 'CLOSED_TEMPORARILY', 'formatted_address': '121 Richmond St W, Toronto, ON M5H 2K1, Canada', 'geometry': {'location': {'lat': 43.6503956, 'lng': -79.3843577}, 'viewport': {'northeast': {'lat': 43.65179282989272, 'lng': -79.38302807010727}, 'southwest': {'lat': 43.64909317010728, 'lng': -79.38572772989272}}}, 'name': ""Little Anthony's"", 'place_id': 'ChIJ36QBlc00K4gRe0jDQNV5ey0', 'rating': 4.2}]",Little Anthony's,ChIJ36QBlc00K4gRe0jDQNV5ey0,"121 Richmond St W, Toronto, ON M5H 2K1, Canada",CLOSED_TEMPORARILY,43.6503956,-79.3843577,,,,,,,"https://www.google.com/maps/search/?api=1&query=Little Anthony's,43.6503956%2C-79.3843577&query_place_id=ChIJ36QBlc00K4gRe0jDQNV5ey0",
105,105,106. The Oxley,4.0 of 5 bubbles,"Bar, British",2021-08-09 19:15:59.525979-04:00,The Oxley,"[{'business_status': 'OPERATIONAL', 'formatted_address': '121 Yorkville Ave, Toronto, ON M5R 1C4, Canada', 'geometry': {'location': {'lat': 43.6705701, 'lng': -79.39308679999999}, 'viewport': {'northeast': {'lat': 43.67159607989272, 'lng': -79.39163542010728}, 'southwest': {'lat': 43.66889642010727, 'lng': -79.39433507989273}}}, 'name': 'The Oxley', 'place_id': 'ChIJn71sE6U0K4gRchVTnzcKveI', 'rating': 4.4}]",The Oxley,ChIJn71sE6U0K4gRchVTnzcKveI,"121 Yorkville Ave, Toronto, ON M5R 1C4, Canada",OPERATIONAL,43.6705701,-79.39308679999999,,,,,,,"https://www.google.com/maps/search/?api=1&query=The Oxley,43.6705701%2C-79.39308679999999&query_place_id=ChIJn71sE6U0K4gRchVTnzcKveI",
106,106,107. Pantheon Restaurant,4.5 of 5 bubbles,"Seafood, Mediterranean",2021-08-09 19:15:59.525979-04:00,Pantheon Restaurant,"[{'business_status': 'OPERATIONAL', 'formatted_address': '407 Danforth Ave, Toronto, ON M4K 1P1, Canada', 'geometry': {'location': {'lat': 43.6775313, 'lng': -79.3513766}, 'viewport': {'northeast': {'lat': 43.67894122989271, 'lng': -79.35004937010727}, 'southwest': {'lat': 43.67624157010727, 'lng': -79.35274902989272}}}, 'name': 'Pantheon Restaurant', 'place_id': 'ChIJ6f1KMJzM1IkReRx8hRhuv24', 'rating': 4.5}]",Pantheon Restaurant,ChIJ6f1KMJzM1IkReRx8hRhuv24,"407 Danforth Ave, Toronto, ON M4K 1P1, Canada",OPERATIONAL,43.6775313,-79.3513766,,,,,,,"https://www.google.com/maps/search/?api=1&query=Pantheon Restaurant,43.6775313%2C-79.3513766&query_place_id=ChIJ6f1KMJzM1IkReRx8hRhuv24",
107,107,108. Mother's Dumplings,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:15:59.525979-04:00,Mother's Dumplings,"[{'business_status': 'OPERATIONAL', 'formatted_address': '421 Spadina Ave., Toronto, ON M5T 2G6, Canada', 'geometry': {'location': {'lat': 43.6571167, 'lng': -79.3994361}, 'viewport': {'northeast': {'lat': 43.65846652989271, 'lng': -79.39808627010729}, 'southwest': {'lat': 43.65576687010727, 'lng': -79.40078592989272}}}, 'name': ""Mother's Dumplings"", 'place_id': 'ChIJ0zE_DsE0K4gR8rEk8B9DNg4', 'rating': 4.1}]",Mother's Dumplings,ChIJ0zE_DsE0K4gR8rEk8B9DNg4,"421 Spadina Ave., Toronto, ON M5T 2G6, Canada",OPERATIONAL,43.6571167,-79.3994361,,,,,,,"https://www.google.com/maps/search/?api=1&query=Mother's Dumplings,43.6571167%2C-79.3994361&query_place_id=ChIJ0zE_DsE0K4gR8rEk8B9DNg4",
108,108,109. Gusto 101,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:15:59.525979-04:00,Gusto 101,"[{'business_status': 'OPERATIONAL', 'formatted_address': '101 Portland St, Toronto, ON M5V 2N3, Canada', 'geometry': {'location': {'lat': 43.6451813, 'lng': -79.4001401}, 'viewport': {'northeast': {'lat': 43.64651787989273, 'lng': -79.39889832010728}, 'southwest': {'lat': 43.64381822010728, 'lng': -79.40159797989271}}}, 'name': 'Gusto 101', 'place_id': 'ChIJm5_QX940K4gRdtM5bxGf3g4', 'rating': 4.4}]",Gusto 101,ChIJm5_QX940K4gRdtM5bxGf3g4,"101 Portland St, Toronto, ON M5V 2N3, Canada",OPERATIONAL,43.6451813,-79.4001401,,,,,,,"https://www.google.com/maps/search/?api=1&query=Gusto 101,43.6451813%2C-79.4001401&query_place_id=ChIJm5_QX940K4gRdtM5bxGf3g4",
109,109,110. le Batifole,4.5 of 5 bubbles,"French, European",2021-08-09 19:15:59.525979-04:00,le Batifole,"[{'business_status': 'OPERATIONAL', 'formatted_address': '744 Gerrard St E, Toronto, ON M4M 1Y3, Canada', 'geometry': {'location': {'lat': 43.6667405, 'lng': -79.3473494}, 'viewport': {'northeast': {'lat': 43.66809032989272, 'lng': -79.34599957010728}, 'southwest': {'lat': 43.66539067010728, 'lng': -79.34869922989273}}}, 'name': 'Batifole', 'place_id': 'ChIJ2Z5DJWXL1IkRYesvwonmmXc', 'rating': 4.8}]",Batifole,ChIJ2Z5DJWXL1IkRYesvwonmmXc,"744 Gerrard St E, Toronto, ON M4M 1Y3, Canada",OPERATIONAL,43.6667405,-79.3473494,,,,,,,"https://www.google.com/maps/search/?api=1&query=Batifole,43.6667405%2C-79.3473494&query_place_id=ChIJ2Z5DJWXL1IkRYesvwonmmXc",
110,110,111. SOCO Kitchen + Bar,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:15:59.525979-04:00,SOCO Kitchen + Bar,"[{'business_status': 'OPERATIONAL', 'formatted_address': '75 Lower Simcoe St, Toronto, ON M5J 3A6, Canada', 'geometry': {'location': {'lat': 43.64300129999999, 'lng': -79.3838009}, 'viewport': {'northeast': {'lat': 43.64411822989272, 'lng': -79.38220577010726}, 'southwest': {'lat': 43.64141857010728, 'lng': -79.38490542989271}}}, 'name': 'SOCO Kitchen + Bar', 'place_id': 'ChIJExALTdQ0K4gRbpnB-LrBIYc', 'rating': 4.1}]",SOCO Kitchen + Bar,ChIJExALTdQ0K4gRbpnB-LrBIYc,"75 Lower Simcoe St, Toronto, ON M5J 3A6, Canada",OPERATIONAL,43.64300129999999,-79.3838009,,,,,,,"https://www.google.com/maps/search/?api=1&query=SOCO Kitchen + Bar,43.64300129999999%2C-79.3838009&query_place_id=ChIJExALTdQ0K4gRbpnB-LrBIYc",
111,111,112. Sassafraz,4.0 of 5 bubbles,Canadian,2021-08-09 19:15:59.525979-04:00,Sassafraz,"[{'business_status': 'OPERATIONAL', 'formatted_address': '100 Cumberland St, Toronto, ON M5R 1A6, Canada', 'geometry': {'location': {'lat': 43.6703722, 'lng': -79.3911083}, 'viewport': {'northeast': {'lat': 43.67172202989272, 'lng': -79.38975847010727}, 'southwest': {'lat': 43.66902237010728, 'lng': -79.39245812989272}}}, 'name': 'Sassafraz', 'place_id': 'ChIJtXyHi680K4gRajtSwdOTYaw', 'rating': 4.3}]",Sassafraz,ChIJtXyHi680K4gRajtSwdOTYaw,"100 Cumberland St, Toronto, ON M5R 1A6, Canada",OPERATIONAL,43.6703722,-79.3911083,,,,,,,"https://www.google.com/maps/search/?api=1&query=Sassafraz,43.6703722%2C-79.3911083&query_place_id=ChIJtXyHi680K4gRajtSwdOTYaw",
112,112,113. Cora's,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:15:59.525979-04:00,Cora's,"[{'business_status': 'OPERATIONAL', 'formatted_address': '106 Front St E #102, Toronto, ON M5A 1E1, Canada', 'geometry': {'location': {'lat': 43.6501454, 'lng': -79.3706521}, 'viewport': {'northeast': {'lat': 43.65133252989273, 'lng': -79.36920462010728}, 'southwest': {'lat': 43.64863287010728, 'lng': -79.37190427989273}}}, 'name': 'Cora Breakfast and Lunch', 'place_id': 'ChIJ1yTLD3zL1IkRyEcMxe36bS0', 'rating': 3.8}]",Cora Breakfast and Lunch,ChIJ1yTLD3zL1IkRyEcMxe36bS0,"106 Front St E #102, Toronto, ON M5A 1E1, Canada",OPERATIONAL,43.6501454,-79.3706521,,,,,,,"https://www.google.com/maps/search/?api=1&query=Cora Breakfast and Lunch,43.6501454%2C-79.3706521&query_place_id=ChIJ1yTLD3zL1IkRyEcMxe36bS0",
