,name,stars,cuisine,retrieve-date
247,248. Duke's Refresher + Bar,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:30.184389-04:00
248,249. Jazz Bistro Toronto,4.0 of 5 bubbles,"Bar, International",2021-08-09 19:16:30.184389-04:00
249,250. Trattoria Mercatto,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:30.184389-04:00
250,251. Morton's The Steakhouse,4.0 of 5 bubbles,"American, Steakhouse",2021-08-09 19:16:30.184389-04:00
251,252. Yasu,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:16:30.184389-04:00
252,253. The Craft Brasserie & Grille,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:30.184389-04:00
253,254. Copacabana Brazilian Steak House,4.0 of 5 bubbles,"Latin, Barbecue",2021-08-09 19:16:30.184389-04:00
254,255. Over Easy,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:16:30.184389-04:00
255,256. Maha's,4.5 of 5 bubbles,Egyptian,2021-08-09 19:16:30.184389-04:00
256,257. La Bella Managua,4.5 of 5 bubbles,"Latin, Central American",2021-08-09 19:16:30.184389-04:00
257,258. The Host,4.0 of 5 bubbles,Indian,2021-08-09 19:16:30.184389-04:00
258,259. Spring Sushi,4.0 of 5 bubbles,"Japanese, Seafood",2021-08-09 19:16:30.184389-04:00
259,260. Diwan Restaurant,4.0 of 5 bubbles,Middle Eastern,2021-08-09 19:16:30.184389-04:00
260,261. Our spot,4.5 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:16:30.184389-04:00
261,262. Weslodge Saloon,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:16:30.184389-04:00
262,263. Rickshaw Bar,4.5 of 5 bubbles,"Indian, Asian",2021-08-09 19:16:30.184389-04:00
263,264. BlueBlood Steakhouse,4.0 of 5 bubbles,"Steakhouse, Canadian",2021-08-09 19:16:30.184389-04:00
264,265. Budapest Restaurant,4.5 of 5 bubbles,"European, Eastern European",2021-08-09 19:16:30.184389-04:00
265,266. La Palette,4.0 of 5 bubbles,"French, European",2021-08-09 19:16:30.184389-04:00
266,267. Chabrol Cafe,4.5 of 5 bubbles,"French, European",2021-08-09 19:16:30.184389-04:00
267,268. Oyshi Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:16:30.184389-04:00
268,269. Lena Restaurante,4.0 of 5 bubbles,"Latin, Spanish",2021-08-09 19:16:30.184389-04:00
269,270. Jawny Bakers,4.5 of 5 bubbles,"Canadian, Bar",2021-08-09 19:16:30.184389-04:00
270,271. Sushi On Bloor,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:16:36.300474-04:00
271,272. Village Idiot Pub & Grill,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:36.300474-04:00
272,273. Her Father's Cider Bar + Kitchen,4.5 of 5 bubbles,Canadian,2021-08-09 19:16:36.300474-04:00
273,274. Pho Hung Vietnamese Restaurant,4.0 of 5 bubbles,"Asian, Vietnamese",2021-08-09 19:16:36.300474-04:00
274,275. Salt,4.5 of 5 bubbles,"Spanish, Wine Bar",2021-08-09 19:16:36.300474-04:00
275,276. Moxie's Grill & Bar,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:36.300474-04:00
276,277. Caledonian,4.5 of 5 bubbles,"Bar, British",2021-08-09 19:16:36.300474-04:00
277,278. District Eatery,4.5 of 5 bubbles,"Canadian, Bar",2021-08-09 19:16:36.301471-04:00
278,279. Museum Tavern,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:36.301471-04:00
279,280. School Restaurant,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:16:36.301471-04:00
280,281. The Monkey Bar & Grill,4.5 of 5 bubbles,"Contemporary, Canadian",2021-08-09 19:16:36.301471-04:00
281,282. Mill Street Brew Pub,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:36.301471-04:00
282,283. La Bettola Di Terroni,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:36.301471-04:00
283,284. Azarias,4.5 of 5 bubbles,Canadian,2021-08-09 19:16:36.301471-04:00
284,285. Sushi Kaji,4.5 of 5 bubbles,"Japanese, Seafood",2021-08-09 19:16:36.301471-04:00
285,286. Kingyo Izakaya,4.5 of 5 bubbles,"Japanese, Asian",2021-08-09 19:16:36.301471-04:00
286,287. Mill St Brewing,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:36.301471-04:00
287,288. Jump Restaurant,4.0 of 5 bubbles,"Canadian, Contemporary",2021-08-09 19:16:36.301471-04:00
288,289. Remezzo Italian Bistro,4.0 of 5 bubbles,"Italian, Canadian",2021-08-09 19:16:36.302506-04:00
289,290. Soos Restaurant,4.5 of 5 bubbles,"Asian, Malaysian",2021-08-09 19:16:36.302506-04:00
290,291. Bombay Palace,4.0 of 5 bubbles,"Indian, Asian",2021-08-09 19:16:36.302506-04:00
291,292. Green Eggplant Mediterranean Grill,4.0 of 5 bubbles,"Mediterranean, Grill",2021-08-09 19:16:36.302506-04:00
292,293. Anatolia Restaurant,4.5 of 5 bubbles,"Mediterranean, Turkish",2021-08-09 19:16:36.302506-04:00
293,294. Basil Box,4.0 of 5 bubbles,"Thai, Vietnamese",2021-08-09 19:16:36.302506-04:00
294,295. Sabai Sabai,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:16:36.302506-04:00
295,296. Fine Asian Bowl,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:16:36.302506-04:00
296,297. The WORKS Craft Burgers & Beer,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:36.302506-04:00
297,298. Moliceiro Restaurant,5.0 of 5 bubbles,"Seafood, European",2021-08-09 19:16:36.302506-04:00
298,299. Ajisen Ramen,4.5 of 5 bubbles,"Japanese, Asian",2021-08-09 19:16:36.302506-04:00
299,300. La Banane,4.0 of 5 bubbles,"French, Seafood",2021-08-09 19:16:36.302506-04:00
300,301. Bar Mercurio,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:42.429554-04:00
301,302. The Keg Steakhouse + Bar - Leslie Street,4.0 of 5 bubbles,"American, Steakhouse",2021-08-09 19:16:42.429554-04:00
302,303. fusaros,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:42.429554-04:00
303,304. O&B Canteen,4.0 of 5 bubbles,"Canadian, Contemporary",2021-08-09 19:16:42.429554-04:00
304,305. Aanch- Modernistic Indian Cuisine,4.5 of 5 bubbles,"Indian, Contemporary",2021-08-09 19:16:42.429554-04:00
305,306. The Ace,4.5 of 5 bubbles,"American, Canadian",2021-08-09 19:16:42.429554-04:00
306,307. Swatow Restaurant,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:16:42.429554-04:00
307,308. Jack Astor's Toronto Airport,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:42.429554-04:00
308,309. Reds,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:42.429554-04:00
309,310. Edulis,4.5 of 5 bubbles,"Canadian, European",2021-08-09 19:16:42.429554-04:00
310,311. Le Baratin,4.5 of 5 bubbles,"French, European",2021-08-09 19:16:42.429554-04:00
311,312. Tutti Matti,4.0 of 5 bubbles,Italian,2021-08-09 19:16:42.429554-04:00
312,313. dbar,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:16:42.429554-04:00
313,314. The Harbord House,4.5 of 5 bubbles,Canadian,2021-08-09 19:16:42.429554-04:00
314,315. Oliver & Bonacini Cafe Grill,3.5 of 5 bubbles,"Italian, Canadian",2021-08-09 19:16:42.429554-04:00
315,316. Lone Star Texas Grill,3.5 of 5 bubbles,"Steakhouse, American",2021-08-09 19:16:42.429554-04:00
316,317. Cibo Wine Bar,4.0 of 5 bubbles,"Mediterranean, Italian",2021-08-09 19:16:42.429554-04:00
317,318. Japango,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:16:42.430551-04:00
318,319. Hogtown Smoke on the Beach,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:42.430551-04:00
319,320. Grand Electric,4.0 of 5 bubbles,"Mexican, Latin",2021-08-09 19:16:42.430551-04:00
320,321. The Keg Steakhouse and Bar,4.0 of 5 bubbles,"Steakhouse, Bar",2021-08-09 19:16:42.430551-04:00
321,322. Planta Queen,4.5 of 5 bubbles,Asian,2021-08-09 19:16:42.430551-04:00
322,323. Terroni,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:42.430551-04:00
323,324. JOEY Yorkdale,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:42.430551-04:00
324,325. Peter Pan,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:16:42.430551-04:00
325,326. Feast of Dilli,4.5 of 5 bubbles,"Indian, Asian",2021-08-09 19:16:42.430551-04:00
326,327. Xawaash,4.5 of 5 bubbles,"Mediterranean, Healthy",2021-08-09 19:16:42.430551-04:00
327,328. Town Crier Pub,4.0 of 5 bubbles,"Bar, European",2021-08-09 19:16:42.430551-04:00
328,329. Scotland Yard,4.0 of 5 bubbles,"Bar, British",2021-08-09 19:16:42.430551-04:00
329,330. Copacabana Toronto Downtown,4.0 of 5 bubbles,"Steakhouse, Latin",2021-08-09 19:16:42.430551-04:00
330,331. Mandarin Restaurant,4.0 of 5 bubbles,"Chinese, Sushi",2021-08-09 19:16:48.551810-04:00
331,332. Emma's Country Kitchen,4.5 of 5 bubbles,"American, Canadian",2021-08-09 19:16:48.551810-04:00
332,333. N'awlins jazz bar and dinning,4.0 of 5 bubbles,"Cajun & Creole, Bar",2021-08-09 19:16:48.551810-04:00
333,334. Beast Bodega,4.5 of 5 bubbles,Canadian,2021-08-09 19:16:48.551810-04:00
334,335. Jules Bistro,4.0 of 5 bubbles,"French, European",2021-08-09 19:16:48.551810-04:00
335,336. Aunties and Uncles,4.0 of 5 bubbles,"American, Cafe",2021-08-09 19:16:48.551810-04:00
336,"337. Gio Rana's Really, Really Nice Restaurant",4.0 of 5 bubbles,Italian,2021-08-09 19:16:48.551810-04:00
337,338. Barista & Chef,5.0 of 5 bubbles,"Mediterranean, European",2021-08-09 19:16:48.551810-04:00
338,339. Merlot Restaurant,4.0 of 5 bubbles,"Bar, Cafe",2021-08-09 19:16:48.551810-04:00
339,340. Dimmi Bar & Trattoria,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:48.551810-04:00
340,341. Milagro Cantina - Mercer Street,4.0 of 5 bubbles,"Mexican, Bar",2021-08-09 19:16:48.551810-04:00
341,342. El Trompo Taco Bar & Cactus Grill,4.5 of 5 bubbles,"Mexican, Latin",2021-08-09 19:16:48.551810-04:00
342,343. FK,4.5 of 5 bubbles,$$$$,2021-08-09 19:16:48.551810-04:00
343,344. The Good Fork,4.0 of 5 bubbles,Canadian,2021-08-09 19:16:48.551810-04:00
344,345. Cafe Landwer,4.5 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:16:48.551810-04:00
345,346. Fresh,4.0 of 5 bubbles,"Canadian, Asian",2021-08-09 19:16:48.551810-04:00
346,347. Rodeo Brazilian Steakhouse Rodizio,4.0 of 5 bubbles,"Brazilian, Latin",2021-08-09 19:16:48.551810-04:00
347,348. Ramen Raijin on Wellesley,4.5 of 5 bubbles,"Japanese, Asian",2021-08-09 19:16:48.551810-04:00
348,349. Curry Twist,4.5 of 5 bubbles,Indian,2021-08-09 19:16:48.551810-04:00
349,350. Bukhara Grill,4.5 of 5 bubbles,Indian,2021-08-09 19:16:48.551810-04:00
350,351. Lake Inez,4.5 of 5 bubbles,$$ - $$$,2021-08-09 19:16:48.551810-04:00
351,352. Buca Yorkville,4.0 of 5 bubbles,"Italian, Seafood",2021-08-09 19:16:48.551810-04:00
352,353. Stout Irish Pub,4.5 of 5 bubbles,"Irish, Bar",2021-08-09 19:16:48.551810-04:00
353,354. Cherry Street Bar-B-Que,4.0 of 5 bubbles,"Barbecue, Southwestern",2021-08-09 19:16:48.551810-04:00
354,355. Smoque & Bones,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:48.551810-04:00
355,356. Veloute Bistro & Catering,4.5 of 5 bubbles,French,2021-08-09 19:16:48.551810-04:00
356,357. Five Doors North,4.5 of 5 bubbles,"Italian, Canadian",2021-08-09 19:16:48.551810-04:00
357,358. Bar Reyna,4.5 of 5 bubbles,"Bar, Mediterranean",2021-08-09 19:16:48.551810-04:00
358,359. Nord Bistro Inc,4.5 of 5 bubbles,"French, European",2021-08-09 19:16:48.551810-04:00
359,360. Big Smoke Burger,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:16:48.551810-04:00
360,361. Hibiscus,4.5 of 5 bubbles,"Canadian, Cafe",2021-08-09 19:16:54.482955-04:00
361,362. East Thirty-Six,4.5 of 5 bubbles,International,2021-08-09 19:16:54.482955-04:00
362,363. Barnsteiner's,4.0 of 5 bubbles,"German, European",2021-08-09 19:16:54.482955-04:00
363,364. Barsa Taberna,4.0 of 5 bubbles,Spanish,2021-08-09 19:16:54.482955-04:00
364,365. Sunset Grill,4.0 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:16:54.482955-04:00
365,366. Granite Brewery,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:54.482955-04:00
366,367. Storm Crow Manor,4.5 of 5 bubbles,"American, Canadian",2021-08-09 19:16:54.482955-04:00
367,368. Sukho Thai,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:16:54.482955-04:00
368,369. The David Duncan House,4.0 of 5 bubbles,"Steakhouse, Seafood",2021-08-09 19:16:54.482955-04:00
369,370. 17 Steakhouse and Bar,4.5 of 5 bubbles,"Steakhouse, Canadian",2021-08-09 19:16:54.482955-04:00
370,371. Sidecar Bar and Grill,4.5 of 5 bubbles,Canadian,2021-08-09 19:16:54.482955-04:00
371,372. Fanny Chadwick's,4.5 of 5 bubbles,Canadian,2021-08-09 19:16:54.482955-04:00
372,373. Campagnolo,4.0 of 5 bubbles,Italian,2021-08-09 19:16:54.482955-04:00
373,374. Actinolite,4.5 of 5 bubbles,Canadian,2021-08-09 19:16:54.482955-04:00
374,375. Fratelli Village Pizzaria,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:54.482955-04:00
375,376. Patois,4.0 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:16:54.482955-04:00
376,377. Sud Forno,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:16:54.482955-04:00
377,378. Bardi's Steak House,4.0 of 5 bubbles,"Steakhouse, Canadian",2021-08-09 19:16:54.482955-04:00
378,379. La Forchetta Restaurant,4.5 of 5 bubbles,Italian,2021-08-09 19:16:54.482955-04:00
379,380. Morgans On The Danforth,4.5 of 5 bubbles,"Bar, Canadian",2021-08-09 19:16:54.482955-04:00
380,381. The White Brick Kitchen,4.5 of 5 bubbles,"American, Contemporary",2021-08-09 19:16:54.482955-04:00
381,382. Landing Group,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:54.482955-04:00
382,383. Stack,4.0 of 5 bubbles,"American, Southwestern",2021-08-09 19:16:54.482955-04:00
383,384. Union Social Eatery,4.0 of 5 bubbles,"American, Bar",2021-08-09 19:16:54.482955-04:00
384,385. Kasa Moto,4.0 of 5 bubbles,"Sushi, Japanese",2021-08-09 19:16:54.482955-04:00
385,386. Bier Markt,3.5 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:54.482955-04:00
386,387. El Tenedor Restaurant,5.0 of 5 bubbles,Spanish,2021-08-09 19:16:54.482955-04:00
387,388. The Pomegranate Persian Cuisine,4.0 of 5 bubbles,"Middle Eastern, Persian",2021-08-09 19:16:54.482955-04:00
388,389. Little Sister Food Bar,4.0 of 5 bubbles,"Asian, Indonesian",2021-08-09 19:16:54.482955-04:00
389,390. Lobby Lounge at Shangri-La Hotel Toronto,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:16:54.482955-04:00
390,391. Fiamma Ristorante,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:17:00.585062-04:00
391,392. Bodega Restaurant Inc,4.0 of 5 bubbles,"French, European",2021-08-09 19:17:00.585062-04:00
392,393. Playa Cabana Barrio Coreano,4.5 of 5 bubbles,"Mexican, Latin",2021-08-09 19:17:00.585062-04:00
393,394. Union Social Eatery,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:17:00.585062-04:00
394,395. Oretta,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:17:00.585062-04:00
395,396. Pulcinella,4.0 of 5 bubbles,Italian,2021-08-09 19:17:00.585062-04:00
396,397. Teller's Bar and Lounge,4.0 of 5 bubbles,"Bar, International",2021-08-09 19:17:00.585062-04:00
397,398. The Corner Place,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:17:00.600683-04:00
398,399. Boland's Open Kitchen,4.5 of 5 bubbles,Canadian,2021-08-09 19:17:00.600683-04:00
399,400. Banjara Indian Cusine,4.0 of 5 bubbles,Indian,2021-08-09 19:17:00.600683-04:00
400,401. Grey Gardens,4.5 of 5 bubbles,Canadian,2021-08-09 19:17:00.600683-04:00
401,402. Yamato Japanese Seafood,4.0 of 5 bubbles,"Japanese, Seafood",2021-08-09 19:17:00.600683-04:00
402,403. Stratus Restaurant,4.5 of 5 bubbles,"Canadian, International",2021-08-09 19:17:00.600683-04:00
403,404. Kinton Ramen,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:17:00.600683-04:00
404,405. Tinuno Restaurant,4.5 of 5 bubbles,"Philippine, Seafood",2021-08-09 19:17:00.600683-04:00
405,406. Ni Ji Sushi,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:17:00.600683-04:00
406,407. Positano Restaurant,4.5 of 5 bubbles,"Italian, Mediterranean",2021-08-09 19:17:00.600683-04:00
407,408. Dragon Pearl Buffet,4.0 of 5 bubbles,"Chinese, Sushi",2021-08-09 19:17:00.600683-04:00
408,409. Wildly Delicious at the Distillery,4.5 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:17:00.600683-04:00
409,410. Sunny Morning Breakfast & Lunch,4.5 of 5 bubbles,"Diner, Canadian",2021-08-09 19:17:00.600683-04:00
410,411. Olio,4.0 of 5 bubbles,"International, Canadian",2021-08-09 19:17:00.600683-04:00
411,412. Sushi Moto,4.0 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:17:00.600683-04:00
412,413. JaBistro,4.0 of 5 bubbles,"Seafood, Japanese",2021-08-09 19:17:00.600683-04:00
413,414. Cafe Nicole & Bar,4.5 of 5 bubbles,"French, Canadian",2021-08-09 19:17:00.600683-04:00
414,415. Il Paesano Pizzeria & Restaurant,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:17:00.600683-04:00
415,416. Chipotle Mexican Grill,4.0 of 5 bubbles,"Mexican, Fast food",2021-08-09 19:17:00.600683-04:00
416,417. La Carnita,4.0 of 5 bubbles,"Mexican, Latin",2021-08-09 19:17:00.600683-04:00
417,418. Asian Legend,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:17:00.600683-04:00
418,419. Sara Restaurant,5.0 of 5 bubbles,"American, Canadian",2021-08-09 19:17:00.600683-04:00
419,420. Locale Mercatto,4.0 of 5 bubbles,Italian,2021-08-09 19:17:00.600683-04:00
420,421. Smith,4.0 of 5 bubbles,"Canadian, Contemporary",2021-08-09 19:17:06.645323-04:00
421,422. The George Street Diner,4.0 of 5 bubbles,"Irish, Diner",2021-08-09 19:17:06.645323-04:00
422,423. Chula Taberna Mexicana,4.0 of 5 bubbles,Mexican,2021-08-09 19:17:06.645323-04:00
423,424. Hemispheres Restaurant & Bistro,4.0 of 5 bubbles,"Canadian, International",2021-08-09 19:17:06.645323-04:00
424,425. St. James's Gate An Irish Pub And Restaurant,4.0 of 5 bubbles,"Irish, Bar",2021-08-09 19:17:06.645323-04:00
425,426. Kathmandu Restaurant,4.5 of 5 bubbles,"Indian, Nepalese",2021-08-09 19:17:06.645323-04:00
426,427. Foxley,4.5 of 5 bubbles,Asian,2021-08-09 19:17:06.645323-04:00
427,428. Cafe Landwer,4.5 of 5 bubbles,"Mediterranean, Middle Eastern",2021-08-09 19:17:06.645323-04:00
428,429. Snakes & Lattes,4.5 of 5 bubbles,"Cafe, Canadian",2021-08-09 19:17:06.645323-04:00
429,430. Chotto Matte Toronto,4.0 of 5 bubbles,"Japanese, Peruvian",2021-08-09 19:17:06.645323-04:00
430,431. Mandarin Restaurant,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:17:06.645323-04:00
431,432. Takhte Tavoos,4.5 of 5 bubbles,"Middle Eastern, Persian",2021-08-09 19:17:06.645323-04:00
432,433. Buk Chang Dong Soon To Fu,4.5 of 5 bubbles,"Asian, Korean",2021-08-09 19:17:06.645323-04:00
433,434. Imperial Pub,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:17:06.645323-04:00
434,435. Benares,5.0 of 5 bubbles,"Indian, Healthy",2021-08-09 19:17:06.645323-04:00
435,436. Rush Hour Restaurant Toronto,4.5 of 5 bubbles,"Seafood, European",2021-08-09 19:17:06.645323-04:00
436,437. Kintaro Izakaya,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:17:06.645323-04:00
437,438. Mira,4.5 of 5 bubbles,"Peruvian, Latin",2021-08-09 19:17:06.645323-04:00
438,439. Fat Pasha,4.0 of 5 bubbles,"Mediterranean, Middle Eastern",2021-08-09 19:17:06.645323-04:00
439,440. Pho Tien Thanh,4.5 of 5 bubbles,"Asian, Vietnamese",2021-08-09 19:17:06.645323-04:00
440,441. Pizza e Pazzi,4.0 of 5 bubbles,"Italian, Pizza",2021-08-09 19:17:06.645323-04:00
441,442. Cafe Diplomatico,3.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:17:06.645323-04:00
442,443. Moxie's Grill & Bar,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:17:06.645323-04:00
443,444. VOS Restaurante Argentino,4.5 of 5 bubbles,"Steakhouse, Latin",2021-08-09 19:17:06.645323-04:00
444,445. Skippa Seasonal Japanese Cuisine,4.5 of 5 bubbles,"Japanese, Seafood",2021-08-09 19:17:06.645323-04:00
445,446. La Cubana,4.0 of 5 bubbles,"Latin, Cuban",2021-08-09 19:17:06.645323-04:00
446,447. Korean Village Restaurant,4.0 of 5 bubbles,"Barbecue, Asian",2021-08-09 19:17:06.645323-04:00
447,448. KINTON RAMEN,4.0 of 5 bubbles,"Japanese, Asian",2021-08-09 19:17:06.645323-04:00
448,449. Fran's Restaurant and Bar,3.5 of 5 bubbles,"Diner, American",2021-08-09 19:17:06.645323-04:00
449,450. Osgoode Hall Restaurant,4.5 of 5 bubbles,Canadian,2021-08-09 19:17:06.645323-04:00
450,451. Chris Jerk,4.5 of 5 bubbles,"Caribbean, Jamaican",2021-08-09 19:17:12.831762-04:00
451,452. JOEY Don Mills,4.0 of 5 bubbles,"American, Canadian",2021-08-09 19:17:12.831762-04:00
452,453. Aviv,4.0 of 5 bubbles,"Mediterranean, Middle Eastern",2021-08-09 19:17:12.831762-04:00
453,454. Jatujak,4.0 of 5 bubbles,"Asian, Thai",2021-08-09 19:17:12.831762-04:00
454,455. Maple Leaf Tavern,4.0 of 5 bubbles,"Bar, Canadian",2021-08-09 19:17:12.831762-04:00
455,456. Chew Chew's Diner,4.5 of 5 bubbles,"Diner, Canadian",2021-08-09 19:17:12.831762-04:00
456,457. Goa Indian Farm Kitchen,4.5 of 5 bubbles,Indian,2021-08-09 19:17:12.831762-04:00
457,458. Kost,4.0 of 5 bubbles,"Mexican, Seafood",2021-08-09 19:17:12.831762-04:00
458,459. Queen's Pasta Cafe,4.0 of 5 bubbles,"Italian, Canadian",2021-08-09 19:17:12.831762-04:00
459,460. El Furniture Warehouse,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:17:12.832759-04:00
460,461. Lamesa Filipino Kitchen,4.0 of 5 bubbles,"Philippine, Asian",2021-08-09 19:17:12.832759-04:00
461,462. Oro di Napoli Pizzeria,4.5 of 5 bubbles,"Italian, Pizza",2021-08-09 19:17:12.832759-04:00
462,463. Drake Commissary,4.0 of 5 bubbles,Canadian,2021-08-09 19:17:12.832759-04:00
463,464. Paramount Fine Foods Inc.,3.5 of 5 bubbles,"Lebanese, Mediterranean",2021-08-09 19:17:12.832759-04:00
464,465. Pancho Y Emiliano,4.0 of 5 bubbles,"Mexican, Latin",2021-08-09 19:17:12.832759-04:00
465,466. 7 Numbers,4.0 of 5 bubbles,Italian,2021-08-09 19:17:12.832759-04:00
466,467. The Churchmouse: A Firkin Pub,4.0 of 5 bubbles,"Bar, Pub",2021-08-09 19:17:12.832759-04:00
467,468. The Wokker Restaurant,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:17:12.833758-04:00
468,469. Sugo,4.5 of 5 bubbles,Italian,2021-08-09 19:17:12.833758-04:00
469,470. Gyu-Kaku Japanese BBQ,4.5 of 5 bubbles,"Japanese, Barbecue",2021-08-09 19:17:12.833758-04:00
470,471. Uno Mustachio,4.5 of 5 bubbles,"Italian, Fast food",2021-08-09 19:17:12.833758-04:00
471,472. KOKO! Share Bar,4.5 of 5 bubbles,"Japanese, Sushi",2021-08-09 19:17:12.833758-04:00
472,473. Pancer's Original Deli,4.0 of 5 bubbles,"Deli, Canadian",2021-08-09 19:17:12.833758-04:00
473,474. Congee Queen,4.0 of 5 bubbles,"Chinese, Asian",2021-08-09 19:17:12.833758-04:00
474,475. High Street Fish and Chips,4.5 of 5 bubbles,"British, Seafood",2021-08-09 19:17:12.834754-04:00
